id,structure__id,structure__formula_reduced,structure__e_above_hull,empiricalmeasures__dimensionality,empcorbarrier__barrier,vaspcalcb__energy_barrier
1569,mp-8962,Rb2HgF4,0.0,2,0.3223224464600022,0.5630346199999963
109,mp-706,HgF,0.0,2,0.3476597077999981,0.10319677000001093
2055,mp-555014,Rb2MnF5,0.0,1,0.2083453854500109,0.2302808200000186
2229,mp-6949,InF3,0.0,3,0.6515333434099835,0.3547712400000478
3338,mp-588,GaF3,0.0,3,0.6737583786500009,0.5465746300000092
1750,mp-1206532,Tl2NiF4,0.0,2,0.34347537802999983,0.3477576100000306
3857,mp-1210270,Na2YF6,0.0,2,0.3309796439300029,0.10522366999998667
2631,mp-1080514,SrF3,0.0,1,0.2523998849600015,0.3291927699999633
1517,mp-1025338,Tl2CuF4,0.0,2,0.3124653765499932,0.38325443999997333
2905,mp-560338,CrF3,0.0,3,0.7200224878700007,0.9320447099999569
19964,mp-504704,Ni2Hg2OF6,0.0,3,0.6318425964799934,0.4755676299998868
22805,mp-555667,RbFeF4,0.0,1,0.2185516248500009,0.3056400799999892
19202,mp-9628,KCdF3,0.0,1,0.4655580836600004,0.22702093000009427
10431,mp-3881,BaZnF4,0.0,1,0.5610400154299973,0.6487951799999792
22938,mp-559739,RbVOF3,0.0,1,0.612376917589995,0.5684526000000005
10221,mp-754589,VOF,0.0,3,0.7116180390200272,0.8843743200000063
1565,mp-8962,Rb2HgF4,0.0,2,0.32928002777000276,-0.011268290000032266
27180,mp-1208058,TlBi3F10,0.0,3,0.7691920148900002,0.7635873099998207
837,mp-998739,MgTlF3,0.0,3,0.804880764560001,1.1009817100000419
234,mp-10694,ScF3,0.0,3,0.7804314173899984,0.9519932000000608
1322,mp-23008,PbBrF,0.0,2,0.47897696125999933,0.3568701699999792
340,mp-3654,RbCaF3,0.0,3,0.8535630101599866,1.0472044399999731
8021,mp-7386,NaAgF4,0.0,2,0.47291421700999925,0.25423772999999983
527,mp-341,PbF4,0.0,2,0.4973458205000005,0.6430893599999763
9838,mp-560449,K3Ni2F7,0.0,2,0.4477994049800085,0.44119444000000385
2643,mp-16742,BaAgTeF,0.0,2,0.7643743971500119,0.9014287100000047
1686,mp-1078453,BaAlGeF,0.0,2,0.22790899495999828,0.4880578400000104
2338,mp-1095151,BaCdAsF,0.0,2,0.5514063061699985,0.40180705000000216
3199,mp-1078693,BaCdSbF,0.0,2,0.5569871052799971,0.5048617800000557
1515,mp-1025338,Tl2CuF4,0.0,2,0.2984292747199991,0.17949917000004234
32573,mp-998758,TlHgF3,0.0,1,0.30336202873998797,0.17096149999997579
32575,mp-998758,TlHgF3,0.0,1,0.29315559169999716,0.2535170899999457
1052,mp-10086,YSF,0.0,2,0.5212361264600083,0.18377873999997973
2075,mp-1079647,BaAgSeF,0.0,2,0.5275736891300049,0.4177421100000629
10891,mp-19956,Ba2InO3F,0.0,2,0.5383152529399933,0.24109576000000743
3186,mp-12444,SrCuSF,0.0,2,0.7586882723900015,0.6070868000000473
2688,mp-1086652,BaAgSF,0.0,2,0.4613760816499997,0.4141607799999747
20707,mp-28855,Cd4OF6,0.0,1,0.3177943658300071,0.2898884700000508
3856,mp-1210270,Na2YF6,0.0,1,0.32160009971000036,0.18461393000006865
1354,mp-10930,TbSF,0.0,2,0.5468534272100074,0.2667483600000651
1120,mp-3931,SmSF,0.0,2,0.5507469681500023,0.2977269299999534
3231,mp-13287,BaCuTeF,3.610062499959099e-05,2,0.7341460838299979,0.6331833899999992
26538,mp-1211612,KDy3F10,0.0,3,1.0357570159399851,1.1408489299999474
1107,mp-7100,LaOF,0.0,2,0.683535975320019,0.9377594500000441
7363,mp-8858,RbCuF3,0.0,2,0.5266457089400278,0.4644391499999756
8685,mp-27167,Sn2IF3,0.0,1,0.3404730782000004,0.07674234000000979
1258,mp-10931,HoSF,0.0,2,0.5474094324499967,0.17815184999994926
1910,mp-1079320,BaZnAsF,0.0,2,0.39197489447000955,0.3865419200000133
931,mp-5394,LaSF,0.0,2,0.5941996319000034,0.4957173199999261
10373,mp-1207668,TmSeF,0.0,2,-0.057159326410011285,0.007897619999994276
2462,mp-556560,MnF3,0.0,1,0.35500754027001225,0.4621460000000184
8524,mp-554517,NaMnF4,0.0,1,0.3559994954300281,0.3958203400000002
2464,mp-556560,MnF3,0.0,1,0.35616540323000867,0.4084909800000105
19805,mp-31132,Hg4OF6,0.0,1,0.35731957141999976,0.3072957499999802
31516,mp-558123,V2Ge(O2F)2,0.0,1,0.34193926504999195,0.4777919199996177
30388,mp-555048,NaAlCdF6,0.0,1,0.5054517286399924,0.4496610599999258
24817,mp-16915,BaTiOF4,0.0,1,0.35783235388994306,0.10097274999998263
9361,mp-8161,CaPdF4,0.0,2,0.5095422617600044,0.425373699999966
2228,mp-6949,InF3,0.0,2,0.6182399356399939,0.23809137000000646
22932,mp-559739,RbVOF3,0.0,1,0.37465180885999516,0.4037119199999779
9633,mp-3125,K3Zn2F7,0.0,2,0.5616579972800005,0.5252374300000042
31060,mp-1194849,Na3MoO4F,0.0,1,0.3757383841699874,0.5178756499999508
9630,mp-3125,K3Zn2F7,0.0,2,0.56996959925,0.5448811499999806
9842,mp-560449,K3Ni2F7,0.0,2,0.5610482998400002,0.37894941999996945
2981,mp-1880,SbF3,0.0,1,0.5717070305300005,0.2651747500000283
8328,mp-753257,LiCuF4,0.0,1,0.5944252434499736,0.26625750000005155
4179,mp-1206410,Pb2IOF,0.0,1,0.38805222907998826,0.38201578999996855
8226,mp-1206495,Pb2BrOF,0.0,1,0.41094485929999847,0.36855145999999195
7852,mp-1021492,Cd4SF6,0.027701418181818482,2,0.17062955758999157,0.15621955000000298
3339,mp-588,GaF3,0.0,2,0.6645428426900012,0.4973808500000132
8383,mp-27373,SnClF,0.0,1,0.40233516680000014,0.10077793000004931
3341,mp-588,GaF3,0.0,1,1.3715686387099977,1.5867814200000225
897,mp-3448,KMgF3,0.0,3,1.022118307759999,1.5078900099999828
5398,mp-1111927,K2LiCrF6,0.0,0,0.6029695116199848,0.9591042499999958
7312,mp-1111108,K2NaAsF6,0.0,0,0.4685316927499743,0.8189241200000197
22400,mp-27210,RbTlF4,0.0,1,0.4122806366899976,0.46703686000000744
2,mp-11718,RbF,0.0,3,1.0280248724900003,1.1759323100000074
13779,mp-1208602,SrZrF6,0.0,0,0.5851472367800048,0.7967601699999705
10312,mp-558059,LiMnF4,0.0,1,0.4375016417900017,0.48546426999996584
9852,mp-560449,K3Ni2F7,0.0,2,0.5921890182199935,1.1951854100000219
22328,mp-905,LaF3,0.0,0,0.5640586205599962,0.2053125600000385
32103,mp-34291,Zr3InF15,0.0,0,0.5706265875500046,0.37768539000012424
22327,mp-905,LaF3,0.0,0,0.6368084167699916,0.2910490199999458
22329,mp-905,LaF3,0.0,0,0.7494758712200076,0.5983240299999579
22326,mp-905,LaF3,0.0,0,0.6843509932699959,0.5225514999999632
18924,mp-27355,Pb2OF2,0.0,1,0.44990636815999346,-0.023866610000027322
1870,mp-557610,K2MnF4,0.0,2,0.7967737364599944,1.0067105599999877
34685,mp-1228113,Ba5P3O12F,0.0,1,0.41711324761999774,0.8249477499999784
1056,mp-22951,BaIF,0.0,2,0.8993160827300003,1.4417636000000016
9634,mp-3125,K3Zn2F7,0.0,2,0.9001077132799926,1.0623198400000433
1873,mp-557610,K2MnF4,0.0,2,0.6976942076900149,0.5931721399999788
11845,mp-7580,Hg3(SF)2,0.0,3,1.0470406678399993,1.038217369999984
3513,mp-4829,Na2ThF6,0.0,2,0.93361291975998,0.8437358099999983
1725,mp-9583,K2ZnF4,0.0,2,0.8691746376800003,1.14319138999997
10319,mp-558059,LiMnF4,0.0,1,0.45256625120001676,0.5544629900000473
33893,mp-1214575,Ba5Mn3O12F,0.0,1,0.4247985064700082,0.6710633700000699
11,mp-463,KF,0.0,3,1.0766746831700016,1.2977322400000162
660,mp-7482,RbHgF3,0.0,2,0.8879349778399998,0.4718100100000129
9754,mp-554144,K3Mn2F7,0.0,2,0.9001436178799987,1.2560727800000677
26410,mp-2943,KY3F10,0.0,3,1.0053664292000029,1.1141991800000142
20709,mp-28855,Cd4OF6,0.0,2,0.8821765113499994,0.8791572800000722
528,mp-341,PbF4,0.0,2,0.7706477652499982,0.5127785000000245
1335,mp-556382,EuClF,0.0,2,0.9210143469800014,1.4626963800000112
13776,mp-1208602,SrZrF6,0.0,0,0.8361634598300117,0.491688790000012
20490,mp-15073,BaSmC2O6F,0.0,2,0.9730482046400495,1.378998890000048
8,mp-682,NaF,0.0,3,1.0813410788600075,1.5006413800000473
925,mp-23046,SrIF,0.0,2,0.965161594549997,1.4899513199999888
2764,mp-557539,MoF3,0.0,2,0.9997584710599923,0.7303021099999683
10892,mp-19956,Ba2InO3F,0.0,2,0.9411936709700034,0.3210765400000355
747,mp-2706,SnF4,0.0,2,0.884321026130002,1.0959101899999837
24785,mp-1211478,KHo3F10,0.0,3,1.0538154541099893,1.1642929800000275
7178,mp-23104,Pb2ClOF,0.0,1,0.4373834860100011,0.44658471999997573
1875,mp-557610,K2MnF4,0.0,2,0.9527429894599959,1.226139470000021
1403,mp-555934,VF2,0.0,3,1.1132955524900061,1.3308633100000407
1614,mp-31212,K2MgF4,0.0,2,0.8466477018500042,1.1566231299999572
12054,mp-2632,TlF3,0.0,1,0.49720705526000314,0.6152235999999789
1154,mp-7715,AgF2,0.0,1,0.5572919924300044,0.47065799999998603
18221,mp-3795,NaZnF3,0.0,1,0.5709990895400047,0.3670934499999703
32927,mp-998759,TlCdF3,0.0,1,0.5734739815399976,0.548109429999954
19201,mp-9628,KCdF3,0.0,1,0.5035853921599835,0.2666922800000293
23765,mp-8892,LiInF4,0.0,1,0.5772677472199836,0.5068481299999803
20704,mp-28855,Cd4OF6,0.0,2,0.2810190682999968,0.2458410100000492
1563,mp-555850,LuSF,0.0,2,0.0016057763299993227,0.022777850000011313
18855,mp-505066,NaFeF3,0.0,1,0.460285537069995,0.6227108399999679
1981,mp-562468,TiF3,0.002370370000000399,3,0.4850552751499926,0.5038479500000221
33762,mp-6669,Sr5P3O12F,0.0,1,0.610814771030002,1.1910902599997826
368,mp-998761,TlNiF3,0.010847693000003211,3,0.4404935765000018,0.1667070099999819
13608,mp-780857,Li2VOF4,0.0,1,0.46523251568000223,0.5685837600000241
6301,mp-7767,RbAgF3,0.0,1,0.4583709983899767,0.386093389999985
1537,mp-1147757,CuPb2(OF)2,0.11665533107142778,2,0.1816768869499976,0.23897032999991552
9959,mp-1209982,NaMoO3F,0.0,1,0.5566885206499808,0.9650824100000364
11007,mp-757235,Li2CuF4,0.0309469628571426,3,0.41969572714998676,0.45754576999996743
3,mp-2175,TlF,0.035856359999999476,3,0.604909694089999,-0.02838180000000534
6625,mp-556194,SrSbSe2F,0.010595709999999592,2,0.10798486400000507,-0.3529433599999834
12802,mp-559450,FeF3,0.011167689375000123,3,0.4368386144900046,0.39183122999997977
9924,mp-3632,YSF,0.02649814249999949,2,0.11353343680999761,0.007990360000007968
17926,mp-1105117,Ni3Sb4(OF)6,0.003490306480262717,3,0.4553781907699941,0.614816229999974
2772,mp-752927,LiAgF2,0.04046245249999991,2,0.22450677058999619,0.4182257100000015
1866,mp-752931,Li2MnF4,0.0861964771428605,2,0.19781812379000877,0.4494349899999861
7860,mp-1021492,Cd4SF6,0.027701418181818482,2,0.2286761126600026,0.21547705000000406
22291,mp-28778,KScF4,0.0,1,0.6127188512600249,0.5230130500000314
536,mp-555036,KCrF3,0.08651776800000022,3,0.5825945899100111,0.4410434300000361
39,mp-1391,Ag2F,0.0,2,0.3998303378300073,0.32047168999997666
4,mp-7592,AgF,0.0,3,0.40345613147000187,0.2621990600000004
9587,mp-754758,Li2FeO2F,0.0027761770833398813,2,0.1624282881499813,0.9143106300000454
560,mp-6951,RbCdF3,0.0,3,0.4540240822699879,0.3149331700000175
603,mp-1099572,MnInF3,0.031174786666666954,3,0.5430593925199952,0.48005124999997406
293,mp-1216625,TiOF2,0.048242744062497955,2,0.3063109987099985,-0.5369398499999534
1949,mp-7604,Mg3NF3,0.0,3,1.2185919188299872,1.697770089999949
1199,mp-753594,BiOF,0.0,2,1.2627937644499947,0.8255041400000209
11004,mp-1212164,Hg3(SeF)2,0.0,3,0.4623454509499997,0.030923639999969055
8967,mp-755244,LiVF4,0.10293704749999666,3,0.399543287690013,0.24296102000005249
3233,mp-1078216,Sr2Ti2Bi2OF2,0.0,2,1.6261034356999944,2.0016410000000064
9869,mp-1176702,LiFeF4,0.005019560833333436,1,0.22063408067000223,0.3389871499999799
13051,mp-756285,V2OF5,0.0005884631250001604,1,0.15596701381999253,0.384978789999991
8963,mp-755244,LiVF4,0.10293704749999666,3,0.4095469845200145,0.6921785299999783
2839,mp-29764,RbHF2,0.0,1,2.8081042677200028,3.02625938999995
53,mp-2741,CaF2,0.0,3,1.789822394660014,2.0176735400000325
31422,mp-6280,Al2Si(O2F)2,0.0,1,1.235030060359977,1.5477539600001364
123,mp-246,TiF3,0.0,2,1.55975843819,2.0606961699999147
21970,mp-10234,Sr2BN2F,0.0,1,1.3381870176199961,1.6070799799999804
1034,mp-9488,SmOF,0.0,2,1.8768127238300079,2.3300804200000584
5490,mp-1114702,Rb2LiScF6,0.0,2,2.175517897759998,2.3033519500000352
4032,mp-560963,Rb2NaMoF6,0.0,2,1.7495539693399933,1.3089527399999952
214,mp-24199,LiHF2,0.0,2,1.45849009583,1.7818937299999789
26320,mp-6160,Rb2PO3F,0.0,1,1.2670201750700067,1.6619653700000754
13695,mp-29946,IO2F,0.0,1,2.190066524030004,1.4845760900000187
20184,mp-1013726,Cd4SF6,0.008451966363636654,1,0.26497147438999824,0.2180997100000468
7263,mp-1113857,Rb2AlAgF6,0.0,2,2.002434612859987,1.5953917299999603
349,mp-3654,RbCaF3,0.0,2,1.4436966594799918,1.691701060000014
977,mp-1873,ZnF2,0.0,1,1.2343327260500008,1.1880846799999745
32278,mp-1195159,Tb2SeOF2,0.0,1,1.813924230320009,2.0236691399999245
513,mp-557257,KVF3,0.0,2,1.6328355811400002,2.0459355999998934
4668,mp-998418,MgAgF3,0.018142888000004298,2,0.35320706732001117,0.331759169999998
9110,mp-34081,NaYF4,0.0,1,1.684619726149964,1.2596543099999735
3470,mp-541384,MnF3,0.025636676249994217,2,0.3391536610099896,0.39887536000003365
7458,mp-1111112,K2LiGaF6,0.0,2,2.1065946754700042,1.50173577999999
3908,mp-1080828,KCuF3,0.0014977730000067524,1,0.2956284139699866,0.4918523700000037
3772,mp-1111110,K2LiScF6,0.0,2,1.9035827543899881,1.2597657999999683
32946,mp-776692,LiFe2F7,0.007350145000009967,1,0.23392218097998996,0.3319831900000736
23246,mp-777875,LiFeF4,0.00855033250000048,1,0.254765954180017,0.3899096699999518
869,mp-989178,ScOF,0.0837989350000008,2,0.3662956665199889,-0.6279440600000044
1184,mvc-11360,BiOF,0.0010995283333326,1,0.3397463998400029,-0.012568139999984851
16537,mp-757118,LiMn2F6,0.0244561822222229,2,0.34749343766002655,0.3708342399997946
9588,mp-754758,Li2FeO2F,0.0027761770833398813,2,0.3474095449700093,1.0089917899999818
7679,mp-3682,KCuF3,0.0001213140000064783,2,0.36113311757001915,0.41287006999999676
14004,mp-1105287,Ti4Pb2O9F2,0.006769397794119669,1,0.3104804396000053,0.2961453600000823
8484,mp-776164,LiFeF4,0.004619918333332862,1,0.32178276848001414,0.4803763899999467
11471,mp-753202,Li5CuF8,0.002055303928560903,2,0.3347062504400143,0.5778911600000356
1152,mp-1227733,BaSnF4,0.05809448083333901,2,0.4676887142300049,0.6465926399999944
9488,mp-2284,AgF2,0.008682615000001448,1,0.3381994331300059,0.31999710000002324
23256,mp-777875,LiFeF4,0.00855033250000048,1,0.33483771397997697,0.49442326000007597
2837,mp-29764,RbHF2,0.0,1,1.5662426387600132,0.5852950299999975
930,mp-23046,SrIF,0.0,2,2.0143953409699966,2.453858929999967
1485,mp-23070,BaBrF,0.0,2,2.3184009506899983,2.49256840999999
213,mp-24199,LiHF2,0.0,2,1.2717458737399847,2.0551220500000227
1174,mp-1072208,DyOF,0.0,2,2.2402918823600038,2.085470549999968
5454,mp-560936,Rb2NaCrF6,0.0,2,1.8180887357000015,2.1614742399999614
1805,mp-557938,HfVF6,0.0,2,2.034399391220015,2.0297325500000056
7149,mp-1111671,K2LiInF6,0.0,2,1.6470607640600237,0.6965872700000091
4845,mp-1113712,Rb2AgPdF6,0.0,2,1.34151663124999,1.0683117599999719
1296,mp-3637,YOF,0.0,2,2.2162717049600005,2.0446646799999826
5400,mp-1111927,K2LiCrF6,0.0,2,1.9029820221200002,1.895475489999967
18463,mp-27714,H3OF,0.0,1,1.3061691125299841,1.141165909999927
39097,mp-558599,K2Mn2P2O7F2,0.0,1,1.6767231242600367,0.5153145600000926
1183,mp-7738,LaSeF,0.0,2,2.351666342989991,2.4963410100000374
13103,mp-11166,BaZnCO3F2,0.0,2,2.6344184608099876,2.319332059999965
