,id,structure__formula_full,structure__id,structure__e_above_hull,structure__prototype2__name,structure__prototype2__formula_reduced,vaspcalca__energy_barrier,vaspcalcb__energy_barrier,empiricalmeasures__dimensionality,empiricalmeasures__dimensionality_cumlengths
131,33854,Sr10 Cr6 O24 F2,mp-18859,0.0,Fluorapatite,Ca5P3O12F,0.6614077199999997,,1,1
132,13705,Eu4 F12,mp-19908,0.2059922034524977,$\epsilon$-NiAl$_{3}$,Al3Ni,-0.03225003999995124,,1,3
133,1643,Sr2 Fe2 As2 F2,mp-20807,0.11865595624999958,AgLaOS,LaAgSO,0.21902370000000815,,2,2
134,10272,K3 Cu2 F7,mp-20982,0.009373771249994611,O7Sr3Ti2,Sr3Ti2O7,0.3312536800000032,,2,2
135,494,Rb1 Pb1 F3,mp-21043,0.035871181000000085,(Cubic) Perovskite,CaTiO3,0.7654641000000026,,3,3
136,19496,Na4 Co4 F12,mp-21404,0.0,Orthorhombic Perovskite,CaTiO3,0.24254125999999587,,1,3
137,34554,P6 Pb10 O24 F2,mp-21554,0.0,Fluorapatite,Ca5P3O12F,0.9333324300000072,,1,1
138,3,Tl1 F1,mp-2175,0.035856359999999476,VN,VN,0.885081409999998,-0.02838180000000534,3,3
139,2511,Sm2 Cu2 Se2 F2,mp-22392,0.3909349306250016,Parent of FeAs superconductors,ZrCuSiAs,0.967921930000017,,2,2
140,3176,Fe2 F6,mp-22398,0.006918412500000137,F3Fe,FeF3,0.1232526399999756,,2,2
141,17389,Li4 Mo2 F12,mp-22439,0.0,Li2MoF6,Li2MoF6,0.38815173000000414,,0,1
142,1097,Pb2 Cl2 F2,mp-22964,0.0,Matlockite,PbClF,0.7543095300000004,0.7476743000000283,2,2
143,1133,Pb2 I2 F2,mp-22969,0.02107239624999968,Matlockite,PbClF,0.7035931000000062,,2,2
144,1322,Pb2 Br2 F2,mp-23008,0.0,Matlockite,PbClF,0.6556957399999988,0.3568701699999792,2,2
145,990,Bi2 O2 F2,mp-23074,0.015503848333333181,Matlockite,PbClF,0.7781219600000213,,2,2
146,207,Bi1 F3,mp-23301,0.2708216324999997,alpha bismuth trifluoride,BiF3,0.009010750000015832,,3,3
147,80,Cd1 F2,mp-241,0.0,Fluorite,CaF2,0.2176981799999993,0.1978334700000346,3,3
148,122,Ti1 F3,mp-246,0.0,alpha Rhenium trioxide,ReO3,0.656053270000001,0.5098396299999877,3,3
149,12038,Tl4 F12,mp-2632,0.0,Cementite,Fe3C,0.28458237999998914,,0,1
150,22391,Rb4 Tl4 F16,mp-27210,0.0,O4SrU,SrUO4,0.5253949500000203,,0,2
151,19617,Pb7 Cl2 F12,mp-27581,0.010667958095240238,Fe12Zr2P7,Zr2Fe12P7,0.8380395699999781,,1,3
152,1327,Ce2 Se1 F4,mp-27617,0.0,CaCu4P2,Ca(Cu2P)2,0.8227282000000002,,2,2
153,20382,Pb7 Br2 F12,mp-29927,0.01212186095238188,Fe12Zr2P7,Zr2Fe12P7,0.7970778899999971,,1,3
154,9633,K3 Zn2 F7,mp-3125,0.0,O7Sr3Ti2,Sr3Ti2O7,0.8062987200000009,0.5252374300000042,2,2
155,77,Pb1 F2,mp-315,0.0,Fluorite,CaF2,0.7704653000000121,0.8360273700000107,3,3
156,357,La1 F3,mp-323,0.1720472433333331,alpha bismuth trifluoride,BiF3,0.4930483400000014,,3,3
157,24488,La6 F18,mp-334,0.0008780383333331088,,Cu3P,0.9869878000000085,,2,3
158,7678,K2 Cu2 F6,mp-3682,0.0001213140000064783,(Cubic) Perovskite,CaTiO3,0.4380257400000005,,1,1
159,18218,Na4 Zn4 F12,mp-3795,0.0,Orthorhombic Perovskite,CaTiO3,0.7051638699999785,,0,2
160,1049,Gd2 S2 F2,mp-3799,0.0,Matlockite,PbClF,-0.6507123000000092,,2,2
161,1120,Sm2 S2 F2,mp-3931,0.0,Matlockite,PbClF,0.7864243500000043,0.2977269299999534,2,2
162,3230,K2 Ti1 F6,mp-3970,0.0,F6GeK2,K2GeF6,0.8668342500000108,,0,1
163,34633,Sr10 V6 O24 F2,mp-40674,0.0,Fluorapatite,Ca5P3O12F,0.8631780499999877,,1,1
164,5486,Na2 Cd2 F6,mp-4360,0.0,,LiNbO3,0.6962943899999914,0.23877932999999985,1,3
165,35166,Na10 Al6 F28,mp-4752,0.0,Chiolite,Na5Al3F14,0.9121203400000013,,0,2
166,1082,Ce2 S2 F2,mp-4973,0.0,Matlockite,PbClF,0.7433640700000126,,2,2
167,12317,Al2 Tl4 F10,mp-504676,0.007149296874999322,AlF5Tl2,AlTl2F5,0.9015688699999487,,1,1
168,18845,Na4 Fe4 F12,mp-505066,0.0,Orthorhombic Perovskite,CaTiO3,0.4228754299999764,,0,2
169,10072,Ca2 Zn2 F8,mp-5104,0.004113582500001378,Scheelite,CaWO4,0.9009494699999436,,1,1
170,22317,Ce6 F18,mp-510560,0.0,,HoH3,0.20017384999999877,,0,3
171,931,La2 S2 F2,mp-5394,0.0,Matlockite,PbClF,0.865573100000006,0.4957173199999261,2,2
172,3470,Mn2 F6,mp-541384,0.025636676249994217,F3Fe,FeF3,0.40100848999998107,0.39887536000003365,2,2
173,657,Tl1 Cu1 F3,mp-554973,0.00018397699999894712,(Cubic) Perovskite,CaTiO3,0.4169881299999929,0.5180109000000357,3,3
174,536,K1 Cr1 F3,mp-555036,0.08651776800000022,(Cubic) Perovskite,CaTiO3,0.8444345900000201,0.4410434300000361,3,3
175,9847,K3 Co2 F7,mp-555101,0.0,O7Sr3Ti2,Sr3Ti2O7,-0.6195618700000125,,2,3
176,18088,Li4 Cr2 F12,mp-555112,0.0,Li2MoF6,Li2MoF6,0.9589107300000137,,0,2
177,22800,Rb4 Fe4 F16,mp-555667,0.0,O4SrU,SrUO4,-0.14278468000000544,,0,1
178,6077,K2 Cr2 F6,mp-556365,0.0,AuCl3Cs,CsAuCl3,0.7277521700000307,,0,2
179,1590,K2 Co1 F4,mp-556447,0.0823175049999989,F4K2Ni,K2NiF4,0.1986442699999884,,2,2
180,1783,K2 Ni1 F4,mp-556546,0.0,F4K2Ni,K2NiF4,0.7110687799999909,,2,2
181,8298,Mn4 F8,mp-556585,0.009204621666667023,ZrO2,ZrO2,0.6963488599999437,,1,3
182,485,K1 Cu1 F3,mp-5566,0.0,(Cubic) Perovskite,CaTiO3,0.4911802499999851,0.3837743000000273,3,3
183,1112,Rb1 Fe1 F4,mp-556646,0.016082981666661667,AlF4Tl,AlTlF4,-0.2910418299999833,,2,3
184,851,K1 Fe1 F3,mp-556891,0.2201991209999985,(Cubic) Perovskite,CaTiO3,0.6791829000000007,,3,3
185,13790,Bi4 F12,mp-557466,0.2677356268749991,alpha bismuth trifluoride,BiF3,-0.0014274899999691115,,3,3
186,1874,K2 Mn1 F4,mp-557610,0.0,F4K2Ni,K2NiF4,0.9785862900000097,,2,3
187,8314,Cs2 Tl1 Bi1 F6,mp-557664,0.0,Double perovskite,Ba2MnWO6,0.7626299499999973,,2,3
188,279,Tl2 F2,mp-557835,0.005566314999999378,gamma CuTi,TiCu,0.4170743300000055,,2,2
189,20878,K4 Mn4 F16,mp-558116,0.0,O4SrU,SrUO4,0.37961899000003996,,0,1
190,31516,V8 Ge4 O16 F8,mp-558123,0.0,Topaz,Al2Si(O2F)2,0.40608244999998533,0.4777919199996177,1,1
191,229,Tl2 F2,mp-558134,0.006058682499999524,gamma CuTi,TiCu,0.41668267000000014,,1,1
192,20741,Na4 Cr2 Ni2 F14,mp-558356,0.0,Na2MgAlF7,Na2MgAlF7,0.8999539900000002,,0,2
193,6541,K2 Na1 Fe1 F6,mp-558674,0.0,Double perovskite,Ba2MnWO6,0.5936239899999691,,0,3
194,389,Fe1 F3,mp-558852,0.011088768750000533,alpha Rhenium trioxide,ReO3,0.21654365999998504,0.13930178999999043,3,3
195,419,Co1 F3,mp-559435,0.0046032418749994974,alpha Rhenium trioxide,ReO3,0.3028772399999866,,3,3
196,10424,Li2 Sc2 F8,mp-559598,0.03600939814815174,Scheelite,CaWO4,0.8814482599999565,,1,3
197,15477,Sr2 Li2 Ni2 F12,mp-559663,0.0,Colquiriite,LiCaAlF6,0.5428763799999956,,0,2
198,3637,Cs2 Rb1 Bi1 F6,mp-559695,0.0,Double perovskite,Ba2MnWO6,0.4714730899999964,,2,3
199,14678,Li2 V4 F12,mp-559701,0.0,Li2MoF6,Li2MoF6,0.8751055000000179,,2,2
200,2904,V2 F6,mp-559931,0.0,F3Fe,FeF3,0.3687550899999792,0.5412564100000168,2,2
201,18604,Na4 Mn4 F12,mp-560242,0.0,Orthorhombic Perovskite,CaTiO3,0.6418746900000087,,0,2
202,2896,Cr2 F6,mp-560338,0.0,F3Fe,FeF3,0.9611273699999856,,2,2
203,9838,K3 Ni2 F7,mp-560449,0.0,O7Sr3Ti2,Sr3Ti2O7,0.5989060200000154,0.44119444000000385,2,2
204,1044,Al1 Tl1 F4,mp-5606,0.0018438424999933645,AlF4Tl,AlTlF4,0.7947007900000074,0.1366054999999733,2,2
205,1002,Mn2 F4,mp-560902,0.0,Rutile,TiO2,0.7874591199999941,,3,3
206,534,K1 Ni1 F3,mp-560976,0.0,(Cubic) Perovskite,CaTiO3,0.4985179500000072,0.8197343199999523,3,3
207,2318,Ni2 F6,mp-561428,0.0,F3Fe,FeF3,0.6087505800000486,,3,3
208,19249,Na4 Ni4 F12,mp-561480,0.1257867029999975,Orthorhombic Perovskite,CaTiO3,0.3919834999999807,,1,3
209,1975,Ti2 F6,mp-562468,0.002370370000000399,,AlF3,0.6575038899999868,,2,2
210,623,K1 Cr1 F3,mp-566131,0.026813247999999845,(Cubic) Perovskite,CaTiO3,0.7429704600000093,,3,3
211,1298,K2 Cu1 F4,mp-5699,0.007320976428571768,F4K2Ni,K2NiF4,0.5139170499999892,,2,2
212,1155,Nd2 S2 F2,mp-5760,0.0,Matlockite,PbClF,0.3590225099999884,,2,2
213,581,Cs1 Pb1 F3,mp-5811,0.004438956999998744,(Cubic) Perovskite,CaTiO3,0.817988100000008,,3,3
214,786,K1 Zn1 F3,mp-5878,0.0,(Cubic) Perovskite,CaTiO3,0.7424303600000144,0.39662780000003295,3,3
215,3339,Ga2 F6,mp-588,0.0,F3Fe,FeF3,0.993702810000002,,2,3
216,41301,Na12 Li12 V8 F48,mp-6153,0.0,Garnet,Al2Co3(SiO4)3,0.29517061000001377,,0,3
217,40754,Na12 Li12 Fe8 F48,mp-6247,0.0,Garnet,Al2Co3(SiO4)3,0.3519252900000538,,0,3
218,33762,Sr10 P6 O24 F2,mp-6669,0.0,Fluorapatite,Ca5P3O12F,0.8958374700000036,1.1910902599997826,1,1
219,4824,K2 Cu2 F6,mp-669347,0.00015498600000629636,AuCl3Cs,CsAuCl3,0.4767650300000241,,2,3
220,401,In1 P1 F3,mp-675295,0.6396138502857145,"(Ba,Ca)CO3",BaCO3,0.9546831000000111,,1,3
221,2502,Bi2 F6,mp-685136,0.07140110374999953,Sodium arsenide,Na3As,0.4367591000000175,,2,3
222,805,Pb2 F4,mp-685150,0.0029460233333331587,ZrO2,ZrO2,0.758301500000016,,1,1
223,2228,In2 F6,mp-6949,0.0,F3Fe,FeF3,0.9093623599999887,0.23809137000000646,2,2
224,560,Rb1 Cd1 F3,mp-6951,0.0,(Cubic) Perovskite,CaTiO3,0.610244229999978,0.3149331700000175,3,3
225,109,Hg2 F2,mp-706,0.0,Calomel,HgCl,0.4165021999999965,0.10319677000001093,2,2
226,2843,Tl4 F4,mp-720,0.0,TlF-II,TlF,0.5580530899999872,,1,1
227,659,Rb1 Hg1 F3,mp-7482,0.0,(Cubic) Perovskite,CaTiO3,0.26642133999999373,0.11681701000003386,3,3
228,627,K1 Hg1 F3,mp-7483,0.0,(Cubic) Perovskite,CaTiO3,0.2045924800000023,,3,3
229,992,Mn2 O2 F2,mp-752469,0.09933843875000292,FeOCl,FeClO,0.5890174099999967,,1,1
230,13457,Li2 Cu4 F10,mp-752721,0.07190837374999948,Pseudobrookite,TiFe2O5,0.5140150699999708,,1,3
231,13363,Li4 Ag4 F8,mp-752882,0.05102620937500024,GaLiO2,LiGaO2,0.2642830500000173,,1,1
232,2772,Li2 Ag2 F4,mp-752927,0.04046245249999991,H-Phase,AlCr2C,0.19217990999999301,0.4182257100000015,2,2
233,936,Fe2 O2 F2,mp-752941,0.03664493888888831,FeOCl,FeClO,0.4576573900000085,,1,1
234,843,V2 O2 F2,mp-752958,0.01593057749999538,FeOCl,FeClO,0.6500354800000423,,1,2
235,1148,Ti2 O2 F2,mp-753059,0.06862611277777475,FeOCl,FeClO,0.9205577100000255,,1,1
236,10926,Mn4 F10,mp-753169,0.07364405642857452,,B2Pd5,-0.5325391500000478,,1,1
237,11181,Cr6 O4 F4,mp-753311,0.08086286904761764,Cl2Hg3O2,Hg3(ClO)2,0.9099043599999277,,1,2
238,8980,Bi4 O4 F4,mp-753360,0.040588584166666664,CuMnP,MnCuP,0.9005942000000005,,1,1
239,11669,Fe6 O4 F4,mp-753491,0.043528744285713294,Cl2Hg3O2,Hg3(ClO)2,0.5008418699999311,,1,2
240,16754,Li4 V2 F12,mp-753861,0.0,Li2MoF6,Li2MoF6,0.8781927799999494,,0,2
241,12805,Li4 Fe2 F10,mp-753862,0.19060254906249874,Pseudobrookite,TiFe2O5,-0.01660578000002033,,1,1
242,14321,Li2 Ag4 F12,mp-753881,0.04247686500000292,Li2MoF6,Li2MoF6,0.945483089999982,,2,2
243,12539,Li2 Fe4 F10,mp-754221,0.7123701799999953,Pseudobrookite,TiFe2O5,0.46356365999997706,,1,3
244,9943,Li2 Fe2 F8,mp-754662,0.08362068166666692,Scheelite,CaWO4,0.16098804000000655,,1,1
245,6997,Li2 Mn2 F6,mp-754676,0.02448532699998296,ILiO3,LiIO3,0.9687774299999887,,1,1
246,9341,Li2 V2 F8,mp-754755,0.03543363749999706,AlNbO4,NbAlO4,0.20883233000006385,,1,1
247,19227,Li4 Fe4 F12,mp-754816,0.5353825079999979,Orthorhombic Perovskite,CaTiO3,0.6638924699999507,,1,3
248,5713,Li2 Fe2 F6,mp-755136,0.08776902399999731,Post-perovskite MgSiO$_{3}$,MgSiO3,0.5380639699999961,,1,2
